country,alpha2,subdivision,district,label,region,sub_country
Georgia,GE,KK,K'vemo K'art'li,Georgia - K'vemo K'art'li,,
Georgia,GE,MM,Mts'khet'a-Mt'ianet'i,Georgia - Mts'khet'a-Mt'ianet'i,,
Georgia,GE,RL,Racha-Lechkhumi-Kvemo Svaneti,Georgia - Racha-Lechkhumi-Kvemo Svaneti,,
Georgia,GE,SJ,Samts'khe-Javakhet'i,Georgia - Samts'khe-Javakhet'i,,
Georgia,GE,SK,Shida K'art'li,Georgia - Shida K'art'li,,
Georgia,GE,SZ,Samegrelo-Zemo Svanet'i,Georgia - Samegrelo-Zemo Svanet'i,,
Georgia,GE,TB,T'bilisi,Georgia - T'bilisi,,
Ghana,GH,AA,Greater Accra,Ghana - Greater Accra,,
Ghana,GH,AH,Ashanti,Ghana - Ashanti,,
Ghana,GH,BA,Brong-Ahafo,Ghana - Brong-Ahafo,,
Ghana,GH,CP,Central,Ghana - Central,,
Ghana,GH,EP,Eastern,Ghana - Eastern,,
Ghana,GH,NP,Northern,Ghana - Northern,,
Ghana,GH,TV,Volta,Ghana - Volta,,
Ghana,GH,UE,Upper East,Ghana - Upper East,,
Ghana,GH,UW,Upper West,Ghana - Upper West,,
Ghana,GH,WP,Western,Ghana - Western,,
Greenland,GL,KU,Kommune Kujalleq,Greenland - Kommune Kujalleq,,
Greenland,GL,QA,Qaasuitsup Kommunia,Greenland - Qaasuitsup Kommunia,,
Greenland,GL,QE,Qeqqata Kommunia,Greenland - Qeqqata Kommunia,,
Greenland,GL,SM,Kommuneqarfik Sermersooq,Greenland - Kommuneqarfik Sermersooq,,
Gambia,GM,B,Banjul,Gambia - Banjul,,
Gambia,GM,L,Lower River,Gambia - Lower River,,
Gambia,GM,M,Central River,Gambia - Central River,,
Gambia,GM,N,North Bank,Gambia - North Bank,,
Gambia,GM,U,Upper River,Gambia - Upper River,,
Gambia,GM,W,Western,Gambia - Western,,
Guinea,GN,BE,Beyla,Guinea - Beyla,,
Guinea,GN,BF,Boffa,Guinea - Boffa,,
Guinea,GN,BK,Bok_,Guinea - Bok_,,
Guinea,GN,CO,Coyah,Guinea - Coyah,,
Guinea,GN,DB,Dabola,Guinea - Dabola,,
Guinea,GN,DI,Dinguiraye,Guinea - Dinguiraye,,
Guinea,GN,DL,Dalaba,Guinea - Dalaba,,
Guinea,GN,DU,Dubr_ka,Guinea - Dubr_ka,,
Guinea,GN,FA,Faranah,Guinea - Faranah,,
Guinea,GN,FO,For_cariah,Guinea - For_cariah,,
Guinea,GN,FR,Fria,Guinea - Fria,,
Guinea,GN,GA,Gaoual,Guinea - Gaoual,,
Guinea,GN,GU,Gu_k_dou,Guinea - Gu_k_dou,,
Guinea,GN,KA,Kankan,Guinea - Kankan,,
Guinea,GN,KB,Koubia,Guinea - Koubia,,
Guinea,GN,KD,Kindia,Guinea - Kindia,,
Guinea,GN,KE,K_rouan_,Guinea - K_rouan_,,
Guinea,GN,KN,Koundara,Guinea - Koundara,,
Guinea,GN,KO,Kouroussa,Guinea - Kouroussa,,
Guinea,GN,KS,Kissidougou,Guinea - Kissidougou,,
Guinea,GN,LA,Lab_,Guinea - Lab_,,
Guinea,GN,LE,L_louma,Guinea - L_louma,,
Guinea,GN,LO,Lola,Guinea - Lola,,
Guinea,GN,MC,Macenta,Guinea - Macenta,,
Guinea,GN,MD,Mandiana,Guinea - Mandiana,,
Guinea,GN,ML,Mali,Guinea - Mali,,
Guinea,GN,MM,Mamou,Guinea - Mamou,,
Guinea,GN,NZ,Nz_r_kor_,Guinea - Nz_r_kor_,,
Guinea,GN,PI,Pita,Guinea - Pita,,
Guinea,GN,SI,Siguiri,Guinea - Siguiri,,
Guinea,GN,TE,T_lim_l_,Guinea - T_lim_l_,,
Guinea,GN,TO,Tougu_,Guinea - Tougu_,,
Guinea,GN,YO,Yomou,Guinea - Yomou,,
Equatorial Guinea,GQ,AN,Annobn,Equatorial Guinea - Annobn,,
Equatorial Guinea,GQ,BN,Bioko Norte,Equatorial Guinea - Bioko Norte,,
Equatorial Guinea,GQ,BS,Bioko Sur,Equatorial Guinea - Bioko Sur,,
Equatorial Guinea,GQ,CS,Centro Sur,Equatorial Guinea - Centro Sur,,
Equatorial Guinea,GQ,KN,Ki_-Ntem,Equatorial Guinea - Ki_-Ntem,,
Equatorial Guinea,GQ,LI,Litoral,Equatorial Guinea - Litoral,,
Equatorial Guinea,GQ,WN,Wele-Nzas,Equatorial Guinea - Wele-Nzas,,
Greece,GR,1,Aitolia kai Akarnania,Greece - Aitolia kai Akarnania,,
Greece,GR,3,Voiotia,Greece - Voiotia,,
Greece,GR,4,Evvoia,Greece - Evvoia,,
Greece,GR,5,Evrytania,Greece - Evrytania,,
Greece,GR,6,Fthiotida,Greece - Fthiotida,,
Greece,GR,7,Fokida,Greece - Fokida,,
Greece,GR,11,Argolida,Greece - Argolida,,
Greece,GR,12,Arkadia,Greece - Arkadia,,
Greece,GR,13,Achaa,Greece - Achaa,,
Greece,GR,14,Ileia,Greece - Ileia,,
Greece,GR,15,Korinthia,Greece - Korinthia,,
Greece,GR,16,Lakonia,Greece - Lakonia,,
Greece,GR,17,Messinia,Greece - Messinia,,
Greece,GR,21,Zakynthos,Greece - Zakynthos,,
Greece,GR,22,Kerkyra,Greece - Kerkyra,,
Greece,GR,23,Kefallonia,Greece - Kefallonia,,
Greece,GR,24,Lefkada,Greece - Lefkada,,
Greece,GR,31,Arta,Greece - Arta,,
Greece,GR,32,Thesprotia,Greece - Thesprotia,,
Greece,GR,33,Ioannina,Greece - Ioannina,,
Greece,GR,34,Preveza,Greece - Preveza,,
Greece,GR,41,Karditsa,Greece - Karditsa,,
Greece,GR,42,Larisa,Greece - Larisa,,
Greece,GR,43,Magnisia,Greece - Magnisia,,
Greece,GR,44,Trikala,Greece - Trikala,,
Greece,GR,51,Grevena,Greece - Grevena,,
Greece,GR,52,Drama,Greece - Drama,,
Greece,GR,53,Imathia,Greece - Imathia,,
Greece,GR,54,Thessaloniki,Greece - Thessaloniki,,
Greece,GR,55,Kavala,Greece - Kavala,,
Greece,GR,56,Kastoria,Greece - Kastoria,,
Greece,GR,57,Kilkis,Greece - Kilkis,,
Greece,GR,58,Kozani,Greece - Kozani,,
Greece,GR,59,Pella,Greece - Pella,,
Greece,GR,61,Pieria,Greece - Pieria,,
Greece,GR,62,Serres,Greece - Serres,,
Greece,GR,63,Florina,Greece - Florina,,
Greece,GR,64,Chalkidiki,Greece - Chalkidiki,,
Greece,GR,69,Agio Oros,Greece - Agio Oros,,
Greece,GR,71,Evros,Greece - Evros,,
Greece,GR,72,Xanthi,Greece - Xanthi,,
Greece,GR,73,Rodopi,Greece - Rodopi,,
Greece,GR,81,Dodekanisos,Greece - Dodekanisos,,
Greece,GR,82,Kyklades,Greece - Kyklades,,
Greece,GR,83,Lesvos,Greece - Lesvos,,
Greece,GR,84,Samos,Greece - Samos,,
Greece,GR,85,Chios,Greece - Chios,,
Greece,GR,91,Irakleio,Greece - Irakleio,,
Greece,GR,92,Lasithi,Greece - Lasithi,,
Greece,GR,93,Rethymno,Greece - Rethymno,,
Greece,GR,94,Chania,Greece - Chania,,
Greece,GR,A1,Attiki,Greece - Attiki,,
Guatemala,GT,AV,Alta Verapaz,Guatemala - Alta Verapaz,,
Guatemala,GT,BV,Baja Verapaz,Guatemala - Baja Verapaz,,
Guatemala,GT,CM,Chimaltenango,Guatemala - Chimaltenango,,
Guatemala,GT,CQ,Chiquimula,Guatemala - Chiquimula,,
Guatemala,GT,ES,Escuintla,Guatemala - Escuintla,,
Guatemala,GT,GU,Guatemala,Guatemala - Guatemala,,
Guatemala,GT,HU,Huehuetenango,Guatemala - Huehuetenango,,
Guatemala,GT,IZ,Izabal,Guatemala - Izabal,,
Guatemala,GT,JA,Jalapa,Guatemala - Jalapa,,
Guatemala,GT,JU,Jutiapa,Guatemala - Jutiapa,,
Guatemala,GT,PE,Pet_n,Guatemala - Pet_n,,
Guatemala,GT,PR,El Progreso,Guatemala - El Progreso,,
Guatemala,GT,QC,Quich_,Guatemala - Quich_,,
Guatemala,GT,QZ,Quetzaltenango,Guatemala - Quetzaltenango,,
Guatemala,GT,RE,Retalhuleu,Guatemala - Retalhuleu,,
Guatemala,GT,SA,Sacatep_quez,Guatemala - Sacatep_quez,,
Guatemala,GT,SM,San Marcos,Guatemala - San Marcos,,
Guatemala,GT,SO,Solol,Guatemala - Solol,,
Guatemala,GT,SR,Santa Rosa,Guatemala - Santa Rosa,,
Guatemala,GT,SU,Suchitep_quez,Guatemala - Suchitep_quez,,
Guatemala,GT,TO,Totonicapn,Guatemala - Totonicapn,,
Guatemala,GT,ZA,Zacapa,Guatemala - Zacapa,,
Guinea-Bissau,GW,BA,Bafat,Guinea-Bissau - Bafat,,
Guinea-Bissau,GW,BL,Bolama,Guinea-Bissau - Bolama,,
Guinea-Bissau,GW,BM,Biombo,Guinea-Bissau - Biombo,,
Guinea-Bissau,GW,BS,Bissau,Guinea-Bissau - Bissau,,
Guinea-Bissau,GW,CA,Cacheu,Guinea-Bissau - Cacheu,,
Guinea-Bissau,GW,GA,Gab,Guinea-Bissau - Gab,,
Guinea-Bissau,GW,OI,Oio,Guinea-Bissau - Oio,,
Guinea-Bissau,GW,QU,Quinara,Guinea-Bissau - Quinara,,
Guinea-Bissau,GW,TO,Tombali ,Guinea-Bissau - Tombali,,
Guyana,GY,BA,Barima-Waini,Guyana - Barima-Waini,,
Guyana,GY,CU,Cuyuni-Mazaruni,Guyana - Cuyuni-Mazaruni,,
Guyana,GY,DE,Demerara-Mahaica,Guyana - Demerara-Mahaica,,
Guyana,GY,EB,East Berbice-Corentyne,Guyana - East Berbice-Corentyne,,
Guyana,GY,ES,Essequibo Islands-West Demerara,Guyana - Essequibo Islands-West Demerara,,
Guyana,GY,MA,Mahaica-Berbice,Guyana - Mahaica-Berbice,,
Guyana,GY,PM,Pomeroon-Supenaam,Guyana - Pomeroon-Supenaam,,
Guyana,GY,PT,Potaro-Siparuni,Guyana - Potaro-Siparuni,,
Guyana,GY,UD,Upper Demerara-Berbice,Guyana - Upper Demerara-Berbice,,
Guyana,GY,UT,Upper Takutu-Upper Essequibo,Guyana - Upper Takutu-Upper Essequibo,,
Honduras,HN,AT,Atlntida,Honduras - Atlntida,,
Honduras,HN,CH,Choluteca,Honduras - Choluteca,,
Honduras,HN,CL,Coln,Honduras - Coln,,
Honduras,HN,CM,Comayagua,Honduras - Comayagua,,
Honduras,HN,CP,Copn,Honduras - Copn,,
Honduras,HN,CR,Cort_s,Honduras - Cort_s,,
Honduras,HN,EP,El Paraso,Honduras - El Paraso,,
Honduras,HN,FM,Francisco Morazn,Honduras - Francisco Morazn,,
Honduras,HN,GD,Gracias a Dios,Honduras - Gracias a Dios,,
Honduras,HN,IB,Islas de la Baha,Honduras - Islas de la Baha,,
Honduras,HN,IN,Intibuc,Honduras - Intibuc,,
Honduras,HN,LE,Lempira,Honduras - Lempira,,
Honduras,HN,LP,La Paz,Honduras - La Paz,,
Honduras,HN,OC,Ocotepeque,Honduras - Ocotepeque,,
Honduras,HN,OL,Olancho,Honduras - Olancho,,
Honduras,HN,SB,Santa Brbara,Honduras - Santa Brbara,,
Honduras,HN,VA,Valle,Honduras - Valle,,
Honduras,HN,YO,Yoro,Honduras - Yoro,,
Croatia,HR,1,Zagrebacka _upanija,Croatia - Zagrebacka _upanija,,
Croatia,HR,2,Krapinsko-zagorska _upanija,Croatia - Krapinsko-zagorska _upanija,,
Croatia,HR,3,Sisacko-moslavacka _upanija,Croatia - Sisacko-moslavacka _upanija,,
Croatia,HR,4,Karlovacka _upanija,Croatia - Karlovacka _upanija,,
Croatia,HR,5,Vara_dinska _upanija,Croatia - Vara_dinska _upanija,,
Croatia,HR,6,Koprivnicko-kri_evacka _upanija,Croatia - Koprivnicko-kri_evacka _upanija,,
Croatia,HR,7,Bjelovarsko-bilogorska _upanija,Croatia - Bjelovarsko-bilogorska _upanija,,
Croatia,HR,8,Primorsko-goranska _upanija,Croatia - Primorsko-goranska _upanija,,
Croatia,HR,9,Licko-senjska _upanija,Croatia - Licko-senjska _upanija,,
Croatia,HR,10,Viroviticko-podravska _upanija,Croatia - Viroviticko-podravska _upanija,,
Croatia,HR,11,Po_e_ko-slavonska _upanija,Croatia - Po_e_ko-slavonska _upanija,,
Croatia,HR,12,Brodsko-posavska _upanija,Croatia - Brodsko-posavska _upanija,,
Croatia,HR,13,Zadarska _upanija,Croatia - Zadarska _upanija,,
Croatia,HR,14,Osjecko-baranjska _upanija,Croatia - Osjecko-baranjska _upanija,,
Croatia,HR,15,_ibensko-kninska _upanija,Croatia - _ibensko-kninska _upanija,,
Croatia,HR,16,Vukovarsko-srijemska _upanija,Croatia - Vukovarsko-srijemska _upanija,,
Croatia,HR,17,Splitsko-dalmatinska _upanija,Croatia - Splitsko-dalmatinska _upanija,,
Croatia,HR,18,Istarska _upanija,Croatia - Istarska _upanija,,
Croatia,HR,19,Dubrovacko-neretvanska _upanija,Croatia - Dubrovacko-neretvanska _upanija,,
Croatia,HR,20,Medimurska _upanija,Croatia - Medimurska _upanija,,
Croatia,HR,21,Grad Zagreb,Croatia - Grad Zagreb,,
Haiti,HT,AR,Artibonite,Haiti - Artibonite,,
Haiti,HT,CE,Centre,Haiti - Centre,,
Haiti,HT,GA,Grande-Anse,Haiti - Grande-Anse,,
Haiti,HT,ND,Nord,Haiti - Nord,,
Haiti,HT,NE,Nord-Est,Haiti - Nord-Est,,
Haiti,HT,NI,Nippes,Haiti - Nippes,,
Haiti,HT,NO,Nord-Ouest,Haiti - Nord-Ouest,,
Haiti,HT,OU,Ouest,Haiti - Ouest,,
Haiti,HT,SD,Sud,Haiti - Sud,,
Haiti,HT,SE,Sud-Est,Haiti - Sud-Est,,
Hungary,HU,BA,Baranya,Hungary - Baranya,,
Hungary,HU,BC,B_k_scsaba,Hungary - B_k_scsaba,,
Hungary,HU,BE,B_k_s,Hungary - B_k_s,,
Hungary,HU,BK,Bcs-Kiskun,Hungary - Bcs-Kiskun,,
Hungary,HU,BU,Budapest,Hungary - Budapest,,
Hungary,HU,BZ,Borsod-Abaj-Zempl_n,Hungary - Borsod-Abaj-Zempl_n,,
Hungary,HU,CS,Csongrd,Hungary - Csongrd,,
Hungary,HU,DE,Debrecen,Hungary - Debrecen,,
Hungary,HU,DU,Dunajvros,Hungary - Dunajvros,,
Hungary,HU,EG,Eger,Hungary - Eger,,
Hungary,HU,ER,rd,Hungary - rd,,
Hungary,HU,FE,Fej_r,Hungary - Fej_r,,
Hungary,HU,GS,Gyor-Moson-Sopron,Hungary - Gyor-Moson-Sopron,,
Hungary,HU,GY,Gyor,Hungary - Gyor,,
Hungary,HU,HB,Hajd-Bihar,Hungary - Hajd-Bihar,,
Hungary,HU,HE,Heves,Hungary - Heves,,
Hungary,HU,HV,Hdmezovsrhely,Hungary - Hdmezovsrhely,,
Hungary,HU,JN,Jsz-Nagykun-Szolnok,Hungary - Jsz-Nagykun-Szolnok,,
Hungary,HU,KE,Komrom-Esztergom,Hungary - Komrom-Esztergom,,
Hungary,HU,KM,Kecskem_t,Hungary - Kecskem_t,,
Hungary,HU,KV,Kaposvr,Hungary - Kaposvr,,
Hungary,HU,MI,Miskolc,Hungary - Miskolc,,
Hungary,HU,NK,Nagykanizsa,Hungary - Nagykanizsa,,
Hungary,HU,NO,Ngrd,Hungary - Ngrd,,
Hungary,HU,NY,Nyregyhza,Hungary - Nyregyhza,,
Hungary,HU,PE,Pest,Hungary - Pest,,
Hungary,HU,PS,P_cs,Hungary - P_cs,,
Hungary,HU,SD,Szeged,Hungary - Szeged,,
Hungary,HU,SF,Sz_kesfeh_rvr,Hungary - Sz_kesfeh_rvr,,
Hungary,HU,SH,Szombathely,Hungary - Szombathely,,
Hungary,HU,SK,Szolnok,Hungary - Szolnok,,
Hungary,HU,SN,Sopron,Hungary - Sopron,,
Hungary,HU,SO,Somogy,Hungary - Somogy,,
Hungary,HU,SS,Szekszrd,Hungary - Szekszrd,,
Hungary,HU,ST,Salgtarjn,Hungary - Salgtarjn,,
Hungary,HU,SZ,Szabolcs-Szatmr-Bereg,Hungary - Szabolcs-Szatmr-Bereg,,
Hungary,HU,TB,Tatabnya,Hungary - Tatabnya,,
Hungary,HU,TO,Tolna,Hungary - Tolna,,
Hungary,HU,VA,Vas,Hungary - Vas,,
Hungary,HU,VE,Veszpr?m,Hungary - Veszpr?m,,
Hungary,HU,VM,Veszpr_m,Hungary - Veszpr_m,,
Hungary,HU,ZA,Zala,Hungary - Zala,,
Hungary,HU,ZE,Zalaegerszeg,Hungary - Zalaegerszeg,,
Indonesia,ID,AC,Aceh,Indonesia - Aceh,,
Indonesia,ID,BA,Bali,Indonesia - Bali,,
Indonesia,ID,BB,Bangka Belitung,Indonesia - Bangka Belitung,,
Indonesia,ID,BE,Bengkulu,Indonesia - Bengkulu,,
Indonesia,ID,BT,Banten,Indonesia - Banten,,
Indonesia,ID,GO,Gorontalo,Indonesia - Gorontalo,,
Indonesia,ID,JA,Jambi,Indonesia - Jambi,,
Indonesia,ID,JB,Jawa Barat,Indonesia - Jawa Barat,,
Indonesia,ID,JI,Jawa Timur,Indonesia - Jawa Timur,,
Indonesia,ID,JK,Jakarta Raya,Indonesia - Jakarta Raya,,
Indonesia,ID,JT,Jawa Tengah,Indonesia - Jawa Tengah,,
Indonesia,ID,KB,Kalimantan Barat,Indonesia - Kalimantan Barat,,
Indonesia,ID,KI,Kalimantan Timur,Indonesia - Kalimantan Timur,,
Indonesia,ID,KR,Kepulauan Riau,Indonesia - Kepulauan Riau,,
Indonesia,ID,KS,Kalimantan Selatan,Indonesia - Kalimantan Selatan,,
Indonesia,ID,KT,Kalimantan Tengah,Indonesia - Kalimantan Tengah,,
Indonesia,ID,LA,Lampung,Indonesia - Lampung,,
Indonesia,ID,MA,Maluku,Indonesia - Maluku,,
Indonesia,ID,MU,Maluku Utara,Indonesia - Maluku Utara,,
Indonesia,ID,NB,Nusa Tenggara Barat,Indonesia - Nusa Tenggara Barat,,
Indonesia,ID,NT,Nusa Tenggara Timur,Indonesia - Nusa Tenggara Timur,,
Indonesia,ID,PA,Papua,Indonesia - Papua,,
Indonesia,ID,PB,Papua Barat,Indonesia - Papua Barat,,
Indonesia,ID,RI,Riau,Indonesia - Riau,,
Indonesia,ID,SA,Sulawesi Utara,Indonesia - Sulawesi Utara,,
Indonesia,ID,SB,Sumatera Barat,Indonesia - Sumatera Barat,,
Indonesia,ID,SG,Sulawesi Tenggara,Indonesia - Sulawesi Tenggara,,
Indonesia,ID,SN,Sulawesi Selatan,Indonesia - Sulawesi Selatan,,
Indonesia,ID,SR,Sulawesi Barat,Indonesia - Sulawesi Barat,,
Indonesia,ID,SS,Sumatera Selatan,Indonesia - Sumatera Selatan,,
Indonesia,ID,ST,Sulawesi Tengah,Indonesia - Sulawesi Tengah,,
Indonesia,ID,SU,Sumatera Utara,Indonesia - Sumatera Utara,,
Indonesia,ID,YO,Yogyakarta,Indonesia - Yogyakarta,,
Ireland,IE,CE,Clare,Ireland - Clare,,
Ireland,IE,CN,Cavan,Ireland - Cavan,,
Ireland,IE,CO,Cork,Ireland - Cork,,
Ireland,IE,CW,Carlow,Ireland - Carlow,,
Ireland,IE,D,Dublin,Ireland - Dublin,,
Ireland,IE,DL,Donegal,Ireland - Donegal,,
Ireland,IE,G,Galway,Ireland - Galway,,
Ireland,IE,KE,Kildare,Ireland - Kildare,,
Ireland,IE,KK,Kilkenny,Ireland - Kilkenny,,
Ireland,IE,KY,Kerry,Ireland - Kerry,,
Ireland,IE,LD,Longford,Ireland - Longford,,
Ireland,IE,LH,Louth,Ireland - Louth,,
Ireland,IE,LK,Limerick,Ireland - Limerick,,
Ireland,IE,LM,Leitrim,Ireland - Leitrim,,
Ireland,IE,LS,Laois,Ireland - Laois,,
Ireland,IE,MH,Meath,Ireland - Meath,,
Ireland,IE,MN,Monaghan,Ireland - Monaghan,,
Ireland,IE,MO,Mayo,Ireland - Mayo,,
Ireland,IE,OY,Offaly,Ireland - Offaly,,
Ireland,IE,RN,Roscommon,Ireland - Roscommon,,
Ireland,IE,SO,Sligo,Ireland - Sligo,,
Ireland,IE,TA,Tipperary,Ireland - Tipperary,,
Ireland,IE,WD,Waterford,Ireland - Waterford,,
Ireland,IE,WH,Westmeath,Ireland - Westmeath,,
Ireland,IE,WW,Wicklow,Ireland - Wicklow,,
Ireland,IE,WX,Wexford,Ireland - Wexford,,
Israel,IL,D,HaDarom,Israel - HaDarom,,
Israel,IL,HA,Hefa,Israel - Hefa,,
Israel,IL,JM,Yerushalayim,Israel - Yerushalayim,,
Israel,IL,M,HaMerkaz,Israel - HaMerkaz,,
Israel,IL,TA,Tel-Aviv,Israel - Tel-Aviv,,
Israel,IL,Z,HaZafon,Israel - HaZafon,,
India,IN,AN,Andaman and Nicobar Islands,India - Andaman and Nicobar Islands,,
India,IN,AP,Andhra Pradesh,India - Andhra Pradesh,,
India,IN,AR,Arunachal Pradesh,India - Arunachal Pradesh,,
India,IN,AS,Assam,India - Assam,,
India,IN,BR,Bihar,India - Bihar,,
India,IN,CH,Chandigarh,India - Chandigarh,,
India,IN,CT,Chhattisgarh,India - Chhattisgarh,,
India,IN,DD,Daman and Diu,India - Daman and Diu,,
India,IN,DL,Delhi,India - Delhi,,
India,IN,DN,Dadra and Nagar Haveli,India - Dadra and Nagar Haveli,,
India,IN,GA,Goa,India - Goa,,
India,IN,GJ,Gujarat,India - Gujarat,,
India,IN,HP,Himachal Pradesh,India - Himachal Pradesh,,
India,IN,HR,Haryana,India - Haryana,,
India,IN,JH,Jharkhand,India - Jharkhand,,
India,IN,JK,Jammu and Kashmir,India - Jammu and Kashmir,,
India,IN,KA,Karnataka,India - Karnataka,,
India,IN,KL,Kerala,India - Kerala,,
India,IN,LD,Lakshadweep,India - Lakshadweep,,
India,IN,MH,Maharashtra,India - Maharashtra,,
India,IN,ML,Meghalaya,India - Meghalaya,,
India,IN,MN,Manipur,India - Manipur,,
India,IN,MP,Madhya Pradesh,India - Madhya Pradesh,,
India,IN,MZ,Mizoram,India - Mizoram,,
India,IN,NL,Nagaland,India - Nagaland,,
India,IN,OR,Orissa,India - Orissa,,
India,IN,PB,Punjab,India - Punjab,,
India,IN,PY,Puducherry,India - Puducherry,,
India,IN,RJ,Rajasthan,India - Rajasthan,,
